timestamp_utc,elapsed_sec,private_bytes,managed_heap_bytes,gen0,gen1,gen2,total_points_delivered,route_event_log_live,route_event_log_dropped,bp_event_log_live,bp_event_log_dropped,sink_event_log_live,sink_event_log_dropped
2026-04-08T23:13:46.4316776Z,0.0,16363520,3121536,0,0,0,200,2,0,0,0,0,0
2026-04-08T23:13:51.4387457Z,5.0,28925952,6252664,5,1,0,9800,2,0,0,0,0,0
2026-04-08T23:13:56.4394266Z,10.0,30633984,10769984,9,2,1,19200,2,0,0,0,0,0
2026-04-08T23:14:01.4388474Z,15.0,35770368,15886920,14,4,2,28800,2,0,0,0,0,0
2026-04-08T23:14:06.4460737Z,20.0,40345600,21925296,18,5,2,38600,2,0,0,0,0,0
2026-04-08T23:14:11.4320722Z,25.0,46125056,26188504,23,7,3,48000,2,0,0,0,0,0
2026-04-08T23:14:16.4319170Z,30.0,48787456,31155160,27,8,3,57600,2,0,0,0,0,0
2026-04-08T23:14:21.4396613Z,35.0,53960704,36500584,32,10,4,67000,2,0,0,0,0,0
2026-04-08T23:14:26.4459491Z,40.0,58556416,40972704,36,11,4,76400,2,0,0,0,0,0
2026-04-08T23:14:31.4379902Z,45.0,62275584,40771816,41,12,4,86000,2,0,0,0,0,0
2026-04-08T23:14:36.4316733Z,50.0,66666496,45730856,45,13,4,95600,2,0,0,0,0,0
2026-04-08T23:14:41.4316732Z,55.0,71368704,50704216,49,14,4,105200,2,0,0,0,0,0
2026-04-08T23:14:46.4320576Z,60.0,75603968,55480704,54,16,5,114800,2,0,0,0,0,0
2026-04-08T23:14:51.4459118Z,65.0,79343616,60439400,58,17,5,124400,2,0,0,0,0,0
2026-04-08T23:14:56.4320821Z,70.0,85839872,67017464,62,18,5,133800,2,0,0,0,0,0
2026-04-08T23:15:01.4387866Z,75.0,93151232,71920520,66,19,5,143400,2,0,0,0,0,0
2026-04-08T23:15:06.4316732Z,80.0,94908416,76879272,70,20,5,153000,2,0,0,0,0,0
2026-04-08T23:15:11.4316732Z,85.0,98631680,76758984,75,21,5,162600,2,0,0,0,0,0
